"pid","grp","duration","entry","exit","num","ind"
752,"inactive",87,41,107,6294,1
758,"inactive",60,25,78,6294,1
772,"inactive",69,30,92,6294,1
779,"inactive",80,38,102,6294,1
792,"inactive",79,37,97,6294,1
800,"inactive",63,27,87,6294,1
804,"inactive",109,58,130,6294,1
810,"inactive",77,36,99,6294,1
819,"inactive",74,34,95,6294,1
822,"inactive",96,49,114,6294,1
829,"inactive",68,29,87,6294,1
834,"inactive",92,46,114,6294,1
844,"inactive",110,59,129,6294,1
857,"inactive",107,57,126,6294,1
870,"inactive",126,70,148,6294,1
882,"inactive",91,45,109,6294,1
883,"inactive",98,51,115,6294,1
888,"inactive",115,63,136,6294,1
894,"inactive",114,62,134,6294,1
896,"inactive",116,63,134,6294,1
902,"inactive",98,51,120,6294,1
929,"inactive",89,42,107,6294,1
936,"inactive",111,60,130,6294,1
938,"inactive",134,75,152,6294,1
940,"inactive",87,41,104,6294,1
944,"inactive",91,44,107,6294,1
950,"inactive",103,54,123,6294,1
965,"inactive",118,64,141,6294,1
966,"inactive",104,54,121,6294,1
986,"inactive",113,61,129,6294,1
992,"inactive",93,46,110,6294,1
995,"inactive",79,37,105,6294,1
1017,"inactive",99,51,120,6294,1
1024,"inactive",96,48,114,6294,1
1040,"inactive",114,62,135,6294,1
1050,"inactive",96,48,116,6294,1
1052,"inactive",135,75,155,6294,1
1059,"inactive",128,71,151,6294,1
1061,"inactive",147,84,168,6294,1
1072,"inactive",120,66,143,6294,1
1085,"inactive",135,76,156,6294,1
1088,"inactive",120,66,143,6294,1
1089,"inactive",110,58,134,6294,1
1106,"inactive",138,78,158,6294,1
1110,"inactive",123,68,141,6294,1
1112,"inactive",112,60,133,6294,1
1115,"inactive",128,71,147,6294,1
1117,"inactive",139,79,161,6294,1
1127,"inactive",121,66,141,6294,1
1134,"inactive",130,72,151,6294,1
1140,"inactive",146,83,164,6294,1
1141,"inactive",107,56,129,6294,1
1147,"inactive",148,84,171,6294,1
1156,"inactive",155,88,177,6294,1
1161,"inactive",145,82,165,6294,1
1169,"inactive",148,84,166,6294,1
1171,"inactive",125,69,145,6294,1
1172,"inactive",123,68,143,6294,1
1175,"inactive",132,73,155,6294,1
1179,"inactive",110,58,131,6294,1
1187,"inactive",123,68,143,6294,1
1190,"inactive",135,76,156,6294,1
1195,"inactive",156,89,174,6294,1
1202,"inactive",164,94,184,6294,1
1203,"inactive",139,79,156,6294,1
1208,"inactive",133,74,153,6294,1
1222,"inactive",119,64,140,6294,1
1232,"inactive",139,79,157,6294,1
1248,"inactive",130,72,155,6294,1
1251,"inactive",153,87,171,6294,1
1252,"inactive",126,69,144,6294,1
1254,"inactive",126,69,144,6294,1
1256,"inactive",115,62,135,6294,1
1263,"inactive",161,92,183,6294,1
1267,"inactive",140,79,160,6294,1
1274,"inactive",151,86,174,6294,1
1293,"inactive",132,73,153,6294,1
1295,"inactive",147,83,166,6294,1
1297,"inactive",176,101,194,6294,1
1304,"inactive",156,89,175,6294,1
1312,"inactive",152,86,169,6294,1
1314,"inactive",155,88,176,6294,1
1316,"inactive",142,80,164,6294,1
1317,"inactive",107,56,127,6294,1
1322,"inactive",155,88,175,6294,1
1326,"inactive",167,95,188,6294,1
1327,"inactive",164,93,185,6294,1
1347,"inactive",164,93,186,6294,1
1349,"inactive",156,89,181,6294,1
1352,"inactive",152,86,177,6294,1
1357,"inactive",158,90,179,6294,1
1358,"inactive",142,80,160,6294,1
1359,"inactive",191,112,213,6294,1
1376,"inactive",145,82,164,6294,1
1377,"inactive",181,105,204,6294,1
1380,"inactive",137,76,156,6294,1
1385,"inactive",164,93,183,6294,1
1387,"inactive",145,81,163,6294,1
1390,"inactive",149,84,168,6294,1
1391,"inactive",162,92,181,6294,1
